So.,1955-10-09 00:00:00,Unnamed: 2,Unnamed: 3,3,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,12,13,Unnamed: 15,Unnamed: 16,16,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,23,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,41,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
So.,1958-07-27,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,35.0,,,,,,41.0,42.0,,,,,47.0,48.0,,,
So.,1958-08-03,,,,,,,,,,10.0,,,,14.0,,,,18.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,46.0,,48.0,,,
So.,1958-08-10,,,,,,,,,9.0,,,,,14.0,,,,,,,,22.0,,,,26.0,,,,,,,,34.0,,36.0,,,,,,,,,,,,,,,
So.,1958-08-17,1.0,,,,,,,,,10.0,,,,,,,17.0,,,20.0,,,,,,,,,29.0,,,,,,,,,,39.0,,,,,,,,,,,,
So.,1958-08-24,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,28.0,,,,,,,35.0,,37.0,,,,,42.0,,,45.0,,,,,,
So.,1958-08-31,,,,,,,,,,,,,,14.0,,,,,19.0,,21.0,,,,,,,,,,31.0,32.0,,,,,,,,,,,,,45.0,,,,,,
So.,1958-09-07,,,,,,,,,,,,,13.0,,,,,,,,21.0,,,,,,,,,,,,,,,,37.0,,,,,,,44.0,45.0,,47.0,,,,
So.,1958-09-14,1.0,,,,5.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,,35.0,,,,,40.0,,,,,,,,,,,
So.,1958-09-21,1.0,,,,,,7.0,,,,,,13.0,14.0,,,,,,20.0,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,
So.,1958-09-28,,,,,,,,,9.0,,,,,,,,,,,,,22.0,,,,,27.0,,,,,,,,35.0,,,,39.0,,,,,,,46.0,,,,,
So.,1958-10-05,,2.0,,4.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,38.0,,,,,,44.0,,,,,,,
So.,1958-10-12,,,,,,6.0,,,,,,,,,,16.0,,,19.0,20.0,,,,,25.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,,
So.,1958-10-19,,,,4.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,46.0,,48.0,49.0,,
So.,1958-10-26,,,,,,6.0,,,,,,,,,,,,,,,21.0,,,,,,,,,30.0,,,33.0,34.0,,36.0,,,,,,,,,,,,,,,
So.,1958-11-02,,,,,,,7.0,8.0,,,,,13.0,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,47.0,,49.0,,
So.,1958-11-09,,,,,,,,8.0,,,11.0,12.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,46.0,,,,,
So.,1958-11-16,,,,,,,,,,,11.0,,,,,,,,,,21.0,22.0,,,25.0,,,,,,,,,,,,,,,,,,,,45.0,,47.0,,,,
So.,1958-11-23,,,,4.0,,,,,,,,,,,,,,18.0,19.0,,,22.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,49.0,,
So.,1958-11-30,,,,,,,,,,,11.0,,,,,,,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,46.0,,,49.0,,
So.,1958-12-07,1.0,,,4.0,,,,,,,,,13.0,,,,17.0,,,,,,,,,,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,
So.,1958-12-14,,,,,,,,,9.0,,11.0,,13.0,,,,,,,,,,,,,26.0,,,,,31.0,,,,,,,,,,,,,,,,,48.0,,,
So.,1958-12-21,,,,,,6.0,,,9.0,,,,,,15.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,45.0,,,,,,
So.,1958-12-28,,,,,,,,,,,,12.0,,14.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,41.0,,,44.0,,,,,49.0,,
So.,1959-01-04,,2.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,27.0,,,,,,,34.0,,,,,,,41.0,,,,,46.0,,,,,
So.,1959-01-11,,,,,,,7.0,,,,,,,,,,,18.0,,,,,,,,,,28.0,,,,,,,,,,,,,,,,44.0,45.0,46.0,,,,,
So.,1959-01-18,,2.0,,4.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,41.0,,43.0,,,,,,,,
So.,1959-01-25,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,27.0,28.0,,,,,,,,,,,,,41.0,,,44.0,,,47.0,,,,
So.,1959-02-01,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,25.0,26.0,,,,,,,33.0,,,,,,,,41.0,,,,,,,,,,
So.,1959-02-08,,,,,,6.0,,,,,11.0,,13.0,,15.0,,,,,,,,,,25.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,,
So.,1959-02-15,,,,,,6.0,,8.0,,,11.0,,,,,,,,,,,,,,25.0,,,,29.0,,,,33.0,,,,,,,,,,,,,,,,,,
So.,1959-02-22,,,,,5.0,,,,,,,,,,,,,18.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,,44.0,,,47.0,,49.0,,
So.,1959-03-01,,2.0,,,,,,,,,,,,,,,,18.0,,,21.0,,,,,,,,,,,,33.0,,,,37.0,,,,,,,,,46.0,,,,,
So.,1959-03-08,1.0,,,,,,,,,10.0,11.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,36.0,,,39.0,,,,,,,,,,,,
So.,1959-03-15,,,,,,,,,,,,,,14.0,,,,,,,21.0,,,,,,,,29.0,,,,,,,,37.0,,,40.0,,,,,,,,48.0,,,
So.,1959-03-22,,,,,5.0,,,,,,,,,,,,,,19.0,,,,,,,26.0,,,,,,,,34.0,,,,,,,,,43.0,,,,,,49.0,,
So.,1959-03-29,,,,,,,7.0,,,10.0,,,,,,16.0,,,,,,,23,,,,,,,,,,,,35.0,,,,,,,,,,,,,,49.0,,
So.,1959-04-05,,2.0,,,,,,,,,,,,,,,,18.0,19.0,,,,23,,,,,,,,,,,,35.0,,,,39.0,,,,,,,,,,,,
So.,1959-04-12,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,33.0,,,,,,39.0,,,42.0,,,,,,48.0,,,
So.,1959-04-19,,,,4.0,,,,,,,,,,,,16.0,,,,20.0,,22.0,,,,,,28.0,,,,,,,,,,,,,,,,,,46.0,,,,,
So.,1959-04-26,1.0,,,,,,,8.0,,,,,,14.0,15.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,
So.,1959-05-03,,,,,5.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,30.0,31.0,,,,35.0,,,,,,,,,,,46.0,,,,,
So.,1959-05-10,,,,,,,,,,,,,,14.0,,,,,19.0,,,22.0,,,,,,,,,,,,,,,,,,,,42.0,43.0,44.0,,,,,,,
So.,1959-05-17,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,41.0,,,,,46.0,,,49.0,,
So.,1959-05-24,1.0,,,4.0,5.0,,,,,,,,,,,,,,19.0,,,,,,,,,28.0,,,,,,,,,,,,,41.0,,,,,,,,,,
So.,1959-05-31,,,,,,,,8.0,,,,,,,,,17.0,,,,,22.0,,,25.0,,,,,,,,,,,,,,,,,,,44.0,,,,,49.0,,
So.,1959-06-07,,,,,,,,,,10.0,11.0,,,,,,,,,,21.0,,23,,,,,,,,,,,,,,,,,,,42.0,,44.0,,,,,,,
So.,1959-06-14,,,,,,,,,,,,,,,,,17.0,,19.0,,,,,,,,,28.0,,30.0,,32.0,,,,,,,,,41.0,,,,,,,,,,
So.,1959-06-21,,,,,,,,,,10.0,,,,,,,,,,,,,23,24.0,,,,28.0,,,,,,,35.0,,,,,,,42.0,,,,,,,,,
So.,1959-06-28,,,3.0,4.0,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,34.0,,,,,,,,42.0,43.0,,,,,,,,
So.,1959-07-05,,2.0,,,,,,,9.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,36.0,,,,,,,,44.0,,,,,49.0,,
So.,1959-07-12,,,,,,,,,,,,,,,,,,,,,,,23,,25.0,,,,29.0,,31.0,,,,35.0,,,,,,,,,,,46.0,,,,,
So.,1959-07-19,,2.0,,,,,,,9.0,,,,13.0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,40.0,,,,,,46.0,,,,,
So.,1959-07-26,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,30.0,31.0,,,34.0,,,,38.0,,,,,,,,,,48.0,,,
So.,1959-08-02,,,,,,6.0,,,,,,,,14.0,,,,,,,,,,24.0,,,,,,,,,,,,,37.0,,,,,,,,45.0,,,48.0,,,
So.,1959-08-09,,,,,,,,,9.0,,11.0,,,,,,,,,,,,,,,26.0,,,,,,,33.0,,35.0,36.0,,,,,,,,,,,,,,,
So.,1959-08-16,,,,,,,,,9.0,,,,13.0,,15.0,16.0,,,,,,,,,,,,28.0,,,31.0,,,,,,,,,,,,,,,,,,,,
So.,1959-08-23,,2.0,,,,,,,,,,,13.0,,,,,,19.0,,,,,,,,,,,,31.0,,,,,,,,,,41.0,42.0,,,,,,,,,
So.,1959-08-30,,,,,,,,,,,11.0,,,14.0,,16.0,,,,,,,,,,,,,,,,,33.0,,35.0,36.0,,,,,,,,,,,,,,,
So.,1959-09-06,,,3.0,,,,,8.0,9.0,,,,,,,,,18.0,,,,,,,,26.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,
So.,1959-09-13,1.0,,,,,,,,9.0,,,,,,15.0,16.0,,,,,,,23,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,
So.,1959-09-20,,,,,,,,,,,11.0,,,,,,,,,,,,,,,26.0,,,,,31.0,,,,,,,,,,,,,,45.0,46.0,,48.0,,,
So.,1959-09-27,1.0,,,,,,,,9.0,,,,,,,,,,,,,22.0,,24.0,,,,,,30.0,,32.0,,,,,,,,,,,,,,,,,,,
So.,1959-10-04,,,,,,,,,,,,,,,15.0,16.0,17.0,,19.0,,21.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,
So.,1959-10-11,,,,,5.0,6.0,,,,,,,,,,,17.0,,,,,,,,,,,,,,31.0,,,34.0,,,,,39.0,,,,,,,,,,,,
So.,1959-10-18,,2.0,,,,,,,,,11.0,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,38.0,,40.0,,,,,45.0,,,,,,
So.,1959-10-25,,,,,,6.0,,,,,,,,,,,,18.0,19.0,,,,,,,26.0,,,29.0,,,,,,,,,,39.0,,,,,,,,,,,,
So.,1959-11-01,,,,,,,,,,,,12.0,,,,,,18.0,,,,,,,25.0,,,,29.0,,,,33.0,,,,37.0,,,,,,,,,,,,,,
So.,1959-11-08,,,,,,,,,,,,,,,,,,,19.0,20.0,,,,,,,,,,,31.0,,,,,36.0,,38.0,,,,,,,45.0,,,,,,
So.,1959-11-15,,,3.0,,,,7.0,,,,,,,,,,,,,,,,23,,,,,,29.0,,,,,,35.0,,37.0,,,,,,,,,,,,,,
So.,1959-11-22,,,,4.0,,,,,,,,,,,15.0,,,,,,,,23,,,,,,,,,,,,,,,38.0,,,,,43.0,,,,47.0,,,,
So.,1959-11-29,,,3.0,4.0,5.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,49.0,,
So.,1959-12-06,1.0,2.0,,,,,,,,,,,,,,,,,,20.0,21.0,,,,,,,,29.0,,,,,,,,37.0,,,,,,,,,,,,,,
So.,1959-12-13,,,,,5.0,,,,,,,,,14.0,,,,,,20.0,,,,,,,,,,,,32.0,,,,,,,,,,,43.0,,45.0,,,,,,
So.,1959-12-20,,,,,,,,,,,,,,,,,,,,20.0,,22.0,,,25.0,,27.0,,,,,,,,,,,,,40.0,,42.0,,,,,,,,,
So.,1959-12-27,,,,,,,,8.0,,,,,,,,,17.0,,,,,,,,25.0,,,,,,31.0,,,,,,,,,,,,,,,,47.0,48.0,,,
So.,1960-01-03,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,40.0,,42.0,43.0,,,,,48.0,,,
So.,1960-01-10,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,27.0,28.0,,,,,33.0,,,36.0,,,,,41.0,,,,,,,,,,
So.,1960-01-17,,,,,,,7.0,,,,,,,14.0,15.0,,,,,,,,,24.0,,,,,,,,,33.0,,,,,,,,,,,,,,,,49.0,,
So.,1960-01-24,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,37.0,,,,,42.0,43.0,,45.0,,,48.0,,,
So.,1960-01-31,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,29.0,30.0,,,,,,,,,,40.0,41.0,,,,,,,,49.0,,
So.,1960-02-07,,,,,,,,8.0,,,,,13.0,,,,,,,20.0,,,,,,,,,,,,,33.0,,,,,,,,41.0,,,,,,,48.0,,,
So.,1960-02-14,,,,,,,,,,10.0,,12.0,,,,,,,,,,22.0,,,,26.0,,28.0,,,,,,,,,,,,,,,,,45.0,,,,,,
So.,1960-02-21,1.0,,,,,,,,,,,12.0,,14.0,,,,,,,,,,,25.0,26.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,
So.,1960-02-28,,,3.0,4.0,,,,,,,,12.0,13.0,,,,,,,20.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
So.,1960-03-06,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,34.0,,,,,,,,,,44.0,,,,48.0,,,
So.,1960-03-13,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,28.0,,,,32.0,,,,,,,,,41.0,,43.0,,,46.0,,,,,
So.,1960-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,33.0,,,,,,,,,,43.0,,45.0,,47.0,48.0,,,
So.,1960-03-27,,,,4.0,5.0,,,,,,,,,,,,,,19.0,,,22.0,,,,,,,,,,32.0,,,,,,,,,,42.0,,,,,,,,,
So.,1960-04-03,,,,,,,,,9.0,10.0,,,,,,,,,,,,22.0,,,25.0,,,,,30.0,,,,,,,,,,,,,,,,,47.0,,,,
So.,1960-04-10,,,3.0,,,,7.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,43.0,,,,47.0,,,,
Mo.,1960-04-18,,,3.0,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,36.0,,,39.0,,,,,44.0,,,,48.0,,,
So.,1960-04-24,,,,4.0,,,,,,,,,,,,,17.0,,,,,,,,25.0,,,,,,,,33.0,,,,,,,40.0,,42.0,,,,,,,,,
So.,1960-05-01,,,,,,,,,,,,12.0,,14.0,,,,,,,,22.0,,,,,,,,,,,,,35.0,,,,39.0,,,,,,45.0,,,,,,
So.,1960-05-08,,,3.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,28.0,,,,32.0,33.0,,,,,,,,41.0,,,,,,,,,,
So.,1960-05-15,,,,,,,7.0,,,,,,,14.0,,,,,,,,22.0,,,,,,,,,,,,,,36.0,,,,,41.0,,,,,46.0,,,,,
So.,1960-05-22,,,,,,6.0,,8.0,,,,,,14.0,,,,,,,,,,,,,,28.0,,,,32.0,,,,36.0,,,,,,,,,,,,,,,
So.,1960-05-29,,2.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,,28.0,29.0,,,32.0,,,,,,,39.0,,,,,,,,,,,,
Mo.,1960-06-06,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,31.0,32.0,,,,,,,,40.0,,,,44.0,,,,48.0,,,
So.,1960-06-12,,,,,,,,,,10.0,,,,,15.0,,,,,,,,,24.0,,,27.0,,,,31.0,,,34.0,,,,,,,,,,,,,,,,,
So.,1960-06-19,,,,,,,,,,,,,,14.0,,,,,19.0,,,,,24.0,,,,,,,31.0,,,,,,,,,40.0,41.0,,,,,,,,,,
So.,1960-06-26,,,,,,,,8.0,,10.0,,,13.0,,,,,,,,,,,,,,27.0,,,,,,,,,,,,39.0,,,,,,,,,,49.0,,
So.,1960-07-03,,,,4.0,,,,,,,,,,,,,17.0,,,,21.0,,23,,,,,,,,,,,34.0,,,,,,,,,,,,,,,49.0,,
So.,1960-07-10,,,,,,,,,,,,,,,15.0,16.0,,,,,21.0,,23,,,,,,,,,,,,35.0,,,,,,,,43.0,,,,,,,,
So.,1960-07-17,,,,,,,,,,,,12.0,,,,,,,,20.0,,22.0,,,,,,,29.0,30.0,,,,,,,,,,,,,,,,,,,49.0,,
So.,1960-07-24,,,,4.0,,,,,,,,,13.0,,,,,,,,,22.0,23,,,,,,29.0,,,,,,,,,,,,,,,44.0,,,,,,,
So.,1960-07-31,,,,,5.0,,,,,,,,,,,,,18.0,,,,,,,25.0,,,,,,,32.0,33.0,,,,,38.0,,,,,,,,,,,,,
So.,1960-08-07,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,27.0,,,,,,,34.0,35.0,,,,,,,,43.0,,,,,48.0,,,
So.,1960-08-14,,,,4.0,,,7.0,,,,,,,14.0,,,,,,,,,,,25.0,,,,,30.0,,,,,,,,38.0,,,,,,,,,,,,,
So.,1960-08-21,,,,,,6.0,,,,10.0,11.0,12.0,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,
So.,1960-08-28,,,,,,,,,,,,12.0,,,,,,,,,,,,24.0,,,,28.0,,,31.0,,,,,,37.0,,39.0,,,,,,,,,,,,
So.,1960-09-04,,,,,,,,,,,11.0,,,,,,,,,,,22.0,,,,,27.0,,,,,,,,,,,,,,,,,,45.0,46.0,,48.0,,,
So.,1960-09-11,,,,,,,,,,,,,,,,,,,,,,,23,,25.0,,,,,,,32.0,,,,,,,,,41.0,42.0,,,,46.0,,,,,
So.,1960-09-18,,,3.0,,,,,,,,,,,,,,,,19.0,,,22.0,,,25.0,,,,29.0,,,,,,,,,,,,,,,,45.0,,,,,,
So.,1960-09-25,,,,,,,7.0,8.0,,,,,,,,,17.0,18.0,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,48.0,,,
So.,1960-10-02,,,3.0,4.0,,,,,,,,12.0,,,,16.0,,,19.0,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,
So.,1960-10-09,,,,,,,,,,,,12.0,,,,,,,,20.0,,,,24.0,,,,,,30.0,,,,,,,,38.0,,,,,,,45.0,,,,,,
So.,1960-10-16,,,,,5.0,,,,,,,,,14.0,,,,,,,,22.0,,,25.0,,,,29.0,,,,,,,,,38.0,,,,,,,,,,,,,
So.,1960-10-23,,,,,5.0,6.0,,,,,,,,,,,,18.0,,,,,,,,,,,29.0,,31.0,,,,,,,,,,,,,,,,,48.0,,,
So.,1960-10-30,,,,,,,,8.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,35.0,,,,,,41.0,,,,,,47.0,,49.0,,
So.,1960-11-06,,,3.0,,,,,,9.0,10.0,,,,,,,,18.0,19.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
So.,1960-11-13,,,,4.0,,,,,,,,,,,15.0,,,,,20.0,,,,,,,,,,30.0,,,,,,,,,,,41.0,,,,,,47.0,,,,
So.,1960-11-20,,,,,,,,,,,,,13.0,14.0,,,,,19.0,,,,,,,,,,,,,,33.0,,,36.0,,,,,,42.0,,,,,,,,,
So.,1960-11-27,1.0,,,,,,,,,,,,,14.0,,,,,,20.0,,,,,,,27.0,,,,,,,,,,,,,,,,,,,46.0,47.0,,,,
So.,1960-12-04,,,3.0,4.0,5.0,,,,,,,,13.0,,,,,18.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So.,1960-12-11,,,,,,,,,,,,12.0,,,,,,,,,,,23,24.0,,26.0,,,,,,32.0,,34.0,,,,,,,,,,,,,,,,,
So.,1960-12-18,1.0,,,,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,46.0,47.0,,,,
Mo.,1960-12-26,,,,,,,,8.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,36.0,,,,40.0,,42.0,,,,,47.0,,,,
So.,1961-01-01,,,,,,,,8.0,,,11.0,,,,15.0,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,42.0,,,,,,,49.0,,
So.,1961-01-08,,,,,,,,,,10.0,,,13.0,,,,,,,20.0,,,,,,,,,,30.0,,,,,,,,38.0,39.0,,,,,,,,,,,,
So.,1961-01-15,,,,,,,,,,10.0,,,,14.0,,16.0,,,,,,,23,,,,,,,,,,,,35.0,,37.0,,,,,,,,,,,,,,
So.,1961-01-22,,,,4.0,,6.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,47.0,,49.0,,
So.,1961-01-29,,,,,,6.0,,,,10.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,45.0,,47.0,,,,
So.,1961-02-05,,,,,,,,,,,,,,,15.0,16.0,,18.0,,,,,,,25.0,,,,,,,,,,,,37.0,,,,,,43.0,,,,,,,,
So.,1961-02-12,,,,,5.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,32.0,,,,,,38.0,,,41.0,42.0,,,,,,,,,
So.,1961-02-19,,,,,5.0,,,,,,,,13.0,,15.0,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,44.0,,,,,49.0,,
So.,1961-02-26,,,,,,6.0,,,,,,,13.0,,,,,18.0,,,,,,,,26.0,,,,,,,,,35.0,36.0,,,,,,,,,,,,,,,
So.,1961-03-05,1.0,2.0,,,,,,8.0,9.0,,,,,,,,,,,,,,,,25.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,,
So.,1961-03-12,,,,,,,,8.0,,,,,13.0,,,,,,,,21.0,,,24.0,,26.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,
So.,1961-03-19,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,34.0,,,,,,40.0,41.0,,,,,,,48.0,,,
So.,1961-03-26,,,,,,6.0,7.0,,9.0,,,12.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,
Mo.,1961-04-03,,,,,,6.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,32.0,33.0,,,,,38.0,,40.0,,,,,,,,,,,
So.,1961-04-09,,,3.0,,,,,,,,,,,,,,17.0,,,20.0,21.0,,,,,26.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,
So.,1961-04-16,,,,4.0,,,,,,,,,,,,,,,,,,,23,,,,27.0,28.0,29.0,,,,,,,,,38.0,,,,,,,,,,,,,
So.,1961-04-23,,,,,,,,,,,,,,,15.0,16.0,17.0,,,,,,,,,,,,,30.0,,,,,,,,38.0,,40.0,,,,,,,,,,,
So.,1961-04-30,1.0,,,,,,,8.0,,,,,,,,,,,19.0,,,,23,,,,,,,,,,,,,,,,,40.0,,,,,,46.0,,,,,
So.,1961-05-07,,,3.0,,,,,,,,,,,,,,,18.0,,,,22.0,,,,,27.0,,,,,,,34.0,,,,,39.0,,,,,,,,,,,,
So.,1961-05-14,,,,,5.0,,7.0,,,,,,,,,,,18.0,,,21.0,22.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,
Mo.,1961-05-22,,,,,,,7.0,,9.0,,,,,,,,,,,,21.0,,,,,,,,,,31.0,,,,35.0,,,,,,,,,,45.0,,,,,,
So.,1961-05-28,,,,,,,,,,,,,,14.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,41.0,,43.0,,45.0,,,48.0,,,
So.,1961-06-04,1.0,2.0,,,,,,,,,11.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,36.0,,,,,41.0,,,,,,,,,,
So.,1961-06-11,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,25.0,,,,29.0,,,,,,,,,,39.0,,,,,,,,47.0,,,,
So.,1961-06-18,,,,,5.0,,,,9.0,,,,,,,,,,,,21.0,22.0,,,,,,,,,,,,34.0,,,,,,,,,,,,,47.0,,,,
So.,1961-06-25,,,,,,,,,,,,,,14.0,,,,,,,,,23,,,,,28.0,29.0,,,,,,,36.0,,,,40.0,,,,,,,,,,,
So.,1961-07-02,1.0,,,,,,,,,,,,,,,,17.0,,,,,,,,25.0,,,,29.0,,,,,,,,37.0,,,,,42.0,,,,,,,,,
So.,1961-07-09,1.0,,,,,,,,,,11.0,,,,,,,18.0,,,,,,,25.0,26.0,,,,,,,33.0,,,,,,,,,,,,,,,,,,
So.,1961-07-16,1.0,2.0,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,32.0,,,,,,,,,,42.0,,,,,,48.0,,,
So.,1961-07-23,,,3.0,,5.0,,,,,,,,,,15.0,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,42.0,43.0,,,,,,,,
So.,1961-07-30,,2.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,41.0,,,,,,47.0,,49.0,,
So.,1961-08-06,,,,,,,,,,,,12.0,,,15.0,,,,,,,,,,25.0,,,28.0,,,,32.0,,,,,,,,,,,43.0,,,,,,,,
So.,1961-08-13,,,,,,,,,9.0,,,12.0,,,,,,,,,,,23,,,,,28.0,,,31.0,,,,,,,38.0,,,,,,,,,,,,,
So.,1961-08-20,,,,,,,,,9.0,,,,,,,,,,,,,,,,25.0,,,,,,31.0,,33.0,34.0,,,,,,,,,,,,,,48.0,,,
So.,1961-08-27,,,,,,,,,,,11.0,,,,15.0,,17.0,18.0,,,,,,,,,,,,,,,33.0,,,,,,,,,,,44.0,,,,,,,
So.,1961-09-03,,2.0,,,,,,,,10.0,,,,,15.0,,,,,20.0,,,,,,,,,,,,32.0,,,35.0,,,,,,,,,,,,,,,,
So.,1961-09-10,,,,,5.0,,,,,,11.0,,13.0,,15.0,16.0,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,
So.,1961-09-17,1.0,,,,,,,,,10.0,,,,,,,,,,20.0,,,,,,,27.0,,,,,,,,,,37.0,,,,,,,,,,,,49.0,,
So.,1961-09-24,,,,,5.0,,7.0,,,10.0,,,13.0,,,16.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So.,1961-10-01,,,,4.0,,,,,,,,,,14.0,,,,,,,,,23,,,,,,29.0,,,,33.0,,,36.0,,,,,,,,,,,,,,,
So.,1961-10-08,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,33.0,,35.0,,,,,,,,,,,,,48.0,,,
So.,1961-10-15,,,,,,,7.0,,,,,12.0,,14.0,,,17.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,
So.,1961-10-22,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,31.0,,,,,,,,,40.0,,,,,45.0,,47.0,48.0,,,
So.,1961-10-29,,,,4.0,,,,,,,,,,,,16.0,,,,,,22.0,,,,,,,,,,,33.0,,35.0,,,,,40.0,,,,,,,,,,,
So.,1961-11-05,,,,,5.0,6.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,41.0,,,44.0,,,,,,,
